title,runtime,budget,original_language,Year,Month,Genre
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,88.0,500000,en,2012,10,Documentary 
"I, Frankenstein",92.0,65000000,en,2014,01,Horror Thriller 
Yu-Gi-Oh! 3D: Bonds Beyond Time,49.0,2017928,ja,2010,01,Animation Fantasy 
Better Living Through Chemistry,91.0,5000000,en,2014,03,Drama Comedy 
Battleground,95.0,1000000,en,2012,01,Drama Action Thriller 
Labor Day,111.0,18000000,en,2013,12,Drama 
Android Apocalypse,95.0,1000000,en,2006,06,Science Fiction 
The Grave,90.0,4000000,en,1996,01,Comedy 
The Young and Prodigious T.S. Spivet,105.0,33000000,en,2013,10,Adventure Drama Family 
Scorned,86.0,1700000,en,2013,11,Thriller 
"I, Cesar",91.0,6844180,fr,2003,04,Comedy 
The Monuments Men,118.0,70000000,en,2014,01,War Drama History Action 
The Lego Movie,100.0,60000000,en,2014,02,Adventure Animation Comedy Family Fantasy 
RoboCop,102.0,120000000,en,2014,01,Action Science Fiction 
Sabotage,110.0,35000000,en,2014,03,Action Drama Thriller Crime 
Quest for a Heart,78.0,6000000,fi,2007,12,Animation Family 
Beyond the Door,99.0,350000,en,1975,07,Horror 
The Zero Theorem,107.0,8500000,en,2014,01,Drama Fantasy Science Fiction 
Endless Love,103.0,20000000,en,2014,02,Drama Romance 
Winter's Tale,118.0,60000000,en,2014,02,Drama Fantasy Mystery Romance 
Joe,118.0,4000000,en,2014,04,Drama 
Love Story 2050,171.0,20000000,hi,2008,07,Science Fiction Romance 
GLOW: The Story of the Gorgeous Ladies of Wrestling,76.0,33157,en,2012,08,Documentary 
The Cutting Edge: Going for the Gold,98.0,3000000,en,2006,02,Comedy Drama Romance 
About Last Night,100.0,12500000,en,2014,02,Comedy Romance 
The Grand Budapest Hotel,99.0,30000000,en,2014,02,Comedy Drama 
Psychosis,89.0,1200000,en,2010,07,Horror Mystery Thriller 
That Awkward Moment,94.0,8000000,en,2014,01,Comedy Romance 
Interstellar,169.0,165000000,en,2014,11,Adventure Drama Science Fiction 
Apartment 1303 3D,101.0,5000000,en,2012,12,Horror 
3 Days to Kill,113.0,28000000,en,2014,02,Action Drama Thriller Crime 
Welcome to the Jungle,95.0,3500000,en,2013,04,Comedy 
Non-Stop,106.0,50000000,en,2014,01,Action Thriller Mystery 
Wrinkles,89.0,2000000,es,2011,09,Animation Drama Comedy 
300: Rise of an Empire,102.0,110000000,en,2014,03,Action War 
Dead Genesis,98.0,15000,en,2010,08,Drama Horror Thriller 
Dick Figures: The Movie,73.0,313411,en,2013,09,Animation Comedy Adventure 
Blast,92.0,20000000,en,2004,01,Action Adventure Comedy Thriller 
Mr. Peabody & Sherman,92.0,145000000,en,2014,02,Animation Adventure Family 
Under the Skin,108.0,13300000,en,2014,03,Thriller Science Fiction Drama 
Need for Speed,130.0,66000000,en,2014,03,Action Crime Drama Thriller 
Barefoot,90.0,6000000,en,2014,02,Comedy Drama Romance 
Veronica Mars,107.0,6000000,en,2014,03,Comedy Drama Crime 
Bad Words,88.0,9500000,en,2013,09,Comedy 
Son of God,138.0,22000000,en,2014,02,Drama 
The French Minister,113.0,5112027,en,2013,11,Comedy 
Spanish Affair,98.0,3000000,es,2014,03,Comedy Romance 
Cosmic Psychos: Blokes You Can Trust,110.0,80000,en,2013,08,Music Documentary 
Space Pirate Captain Harlock,115.0,30000000,ja,2013,09,Animation Science Fiction 
Le Crocodile du Botswanga,90.0,10916704,fr,2014,02,Comedy 
Blood Night: The Legend of Mary Hatchet,83.0,3000000,en,2009,10,Horror Thriller 
Captain America: The Winter Soldier,136.0,170000000,en,2014,03,Action Adventure Science Fiction 
Pioneer,106.0,7500000,no,2013,08,Thriller 
Kill Me Now,84.0,90,en,2012,12,Comedy Horror 
Noah,139.0,125000000,en,2014,03,Drama Adventure 
BloodRayne: The Third Reich,79.0,10000000,en,2010,11,Action Adventure Fantasy Horror 
Outlaw Blues,100.0,1900000,en,1977,07,Drama 
Across to Singapore,85.0,290000,en,1928,04,Adventure Drama 
George and the Dragon,93.0,32000000,en,2004,03,Adventure 
BloodRayne: Deliverance,99.0,10000000,en,2007,09,Action Horror Western 
13 Sins,93.0,5000000,en,2014,04,Horror Thriller 
The Legend of Hercules,99.0,70000000,en,2014,01,Action Adventure 
Muppets Most Wanted,112.0,50000000,en,2014,03,Comedy Adventure Crime Family 
Blood Ties,128.0,25500000,en,2013,08,Thriller Crime Drama 
Free to Play,75.0,150000,en,2014,03,Documentary 
Survival Island,95.0,9000000,en,2005,01,Horror Adventure Drama Thriller 
Best Man Down,90.0,1500000,en,2012,10,Comedy Drama 
Border Run,96.0,5000000,en,2012,10,Crime Thriller 
Seizure,94.0,250000,en,1974,01,Horror 
In the Blood,108.0,10000000,en,2014,04,Action Crime Thriller 
The Girl from the Naked Eye,80.0,1100000,en,2012,06,Action Romance Thriller 
Forgetting the Girl,85.0,200,en,2012,10,Thriller Drama 
The Quiet Ones,98.0,200000,en,2014,04,Horror 
Draft Day,109.0,25000000,en,2014,04,Drama 
Borderline,94.0,3700000,en,2002,11,Drama Crime Thriller 
The Raid 2,150.0,4500000,id,2014,03,Action Crime Thriller 
The Amazing Spider-Man 2,142.0,200000000,en,2014,04,Action Adventure Fantasy 
Oculus,104.0,5000000,en,2013,09,Horror 
God's Not Dead,113.0,17000000,en,2014,03,Drama 
Beauty and the Beast,112.0,33000000,fr,2014,02,Fantasy Romance 
Witching & Bitching,104.0,8000000,es,2013,09,Comedy Horror 
Rio 2,102.0,103000000,en,2014,03,Animation Adventure Comedy Family 
In Your Eyes,105.0,1000000,en,2014,04,Drama Romance Science Fiction 
Breaking Point,93.0,2500000,en,2009,12,Action Adventure Drama Thriller 
Transcendence,119.0,100000000,en,2014,04,Thriller Science Fiction Drama Mystery 
Heaven is for Real,99.0,12000000,en,2014,04,Drama 
The Other Woman,109.0,40000000,en,2014,04,Comedy Romance 
Brick Mansions,90.0,28000000,en,2014,04,Action Crime Drama 
Devil's Knot,114.0,15000000,en,2013,05,Crime Drama Thriller 
The Master Gunfighter,110.0,3500000,en,1975,10,Drama Western 
Conquest 1453,160.0,16000000,tr,2012,02,Adventure Drama Action War 
The Rocket,96.0,1525000,lo,2013,02,Drama 
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,114.0,9250000,sv,2013,12,Adventure Comedy Drama 
Locke,85.0,2000000,en,2014,04,Drama Thriller 
Rage,98.0,21000000,en,2014,05,Action Crime Thriller 
Garden Lovers,73.0,460000,fi,2014,03,Comedy Documentary Drama 
Pompeii,105.0,130000000,en,2014,02,Action Adventure History Romance Drama 
The Ultimate Accessory,98.0,1400000,en,2013,12,Comedy 
Slavoj Žižek: The Reality of the Virtual,71.0,11,en,2004,03,Documentary 
Neighbors,96.0,18000000,en,2014,05,Comedy 
Tentacles,102.0,750000,en,1977,02,Thriller Horror Science Fiction 
Belle,105.0,10900000,en,2013,09,Drama 
The Immigrant,117.0,16000000,en,2013,07,Drama Romance 
A Wednesday!,103.0,1400000,hi,2008,09,Action Drama 
Heli,105.0,1000000,es,2013,08,Crime Drama 
Moms' Night Out,98.0,5000000,en,2014,03,Comedy 
Memorial Day,108.0,4200000,en,2011,06,Action Drama Family History War 
Lucy,89.0,40000000,en,2014,07,Action Science Fiction 
X-Men: Days of Future Past,131.0,250000000,en,2014,05,Action Adventure Fantasy Science Fiction 
Godzilla,123.0,160000000,en,2014,05,Action Science Fiction Thriller 
Lovely Molly,100.0,1000000,en,2012,05,Horror Thriller 
Walk of Shame,95.0,15000000,en,2014,05,Comedy 
Trances,90.0,200000,ar,1981,10,Documentary 
Legends of Oz: Dorothy's Return,88.0,70000000,en,2013,06,Animation Music Family 
Chef,114.0,11000000,en,2014,05,Comedy 
Body Of Water,105.0,1800000,fi,2011,10,Thriller Drama Mystery 
Afflicted,85.0,318000,en,2014,04,Horror Thriller 
An American Ghost Story,95.0,10000,en,2012,10,Horror 
Blended,117.0,40000000,en,2014,05,Comedy 
Begin Again,104.0,8000000,en,2013,09,Comedy Music Romance Drama 
Maleficent,97.0,180000000,en,2014,05,Fantasy Adventure Action Family Romance 
At Middleton,101.0,2500000,en,2013,05,Romance Comedy 
Babysitters Beware,71.0,1500000,en,2009,12,Drama Comedy Family 
Beneath the Valley of the Ultra-Vixens,93.0,239000,en,1979,05,Comedy 
The Dance of Reality,130.0,3000000,es,2013,05,Drama Fantasy 
Edge of Tomorrow,113.0,178000000,en,2014,05,Action Science Fiction 
Serial (Bad) Weddings,94.0,13000000,fr,2014,04,Comedy 
Mission: Impossible - Rogue Nation,131.0,150000000,en,2015,07,Action Adventure Thriller 
Million Dollar Arm,124.0,25000000,en,2014,05,Drama 
Bad Ass 2: Bad Asses,91.0,5500000,en,2014,04,Action 
Battle of the Damned,88.0,8000000,en,2013,07,Action Science Fiction Adventure 
A Night in Old Mexico,103.0,2000000,en,2013,11,Drama 
The Fault in Our Stars,125.0,12000000,en,2014,05,Romance Drama 
The Grand Seduction,112.0,12700000,en,2014,05,Comedy 
Black Nativity,93.0,17500000,en,2013,11,Drama Music 
Minuscule: Valley of the Lost Ants,89.0,19700000,xx,2013,11,Animation Adventure Family 
The Thompsons,84.0,3000000,en,2012,08,Horror Thriller 
Camille Claudel 1915,95.0,3512454,fr,2013,03,Drama 
Mindscape,99.0,4357373,en,2013,10,Thriller Drama 
Bikini Spring Break,87.0,500000,en,2012,06,Comedy 
22 Jump Street,112.0,50000000,en,2014,06,Crime Comedy Action 
Human Capital,111.0,6000000,it,2014,01,Drama 
The Equalizer,132.0,55000000,en,2014,09,Thriller Action Crime 
How to Train Your Dragon 2,102.0,145000000,en,2014,06,Fantasy Action Adventure Animation Comedy Family 
Birdman,119.0,18000000,en,2014,08,Drama Comedy 
17 Girls,87.0,4141459,fr,2011,06,Drama 
Boyhood,164.0,4000000,en,2014,06,Drama 
The Trials of Cate McCall,89.0,7000000,en,2013,11,Drama 
Think Like a Man Too,105.0,24000000,en,2014,06,Comedy Romance 
Jersey Boys,134.0,40000000,en,2014,06,Music Drama 
Transformers: Age of Extinction,165.0,210000000,en,2014,06,Science Fiction Action Adventure 
Russian Roulette,93.0,1250000,en,1975,08,Thriller Crime Drama 
Jack Strong,128.0,3335702,pl,2014,02,Action Drama Crime Mystery 
Day of the Animals,97.0,1200000,en,1977,05,Science Fiction Horror Thriller 
Planes: Fire & Rescue,83.0,50000000,en,2014,07,Animation Comedy Adventure Family 
Not Another Not Another Movie,89.0,4,en,2011,10,Comedy 
Mrs. Brown's Boys D'Movie,94.0,5900000,en,2014,06,Comedy 
Tammy,97.0,20000000,en,2014,07,Comedy 
Radio Free Albemuth,110.0,3600000,en,2010,01,Drama Thriller Science Fiction 
The Babadook,93.0,2000000,en,2014,05,Drama Thriller Horror 
White God,121.0,2200000,hu,2014,06,Drama 
Whiplash,105.0,3300000,en,2014,10,Drama 
Gone Girl,145.0,61000000,en,2014,10,Mystery Thriller Drama 
Dawn of the Planet of the Apes,130.0,170000000,en,2014,06,Science Fiction Action Drama Thriller 
The Great Magician,128.0,15000000,zh,2011,12,Drama Mystery 
No One Lives,86.0,2900000,en,2013,03,Horror Thriller 
Bullet,87.0,3000000,en,2014,02,Action Crime Thriller 
The Beast with a Million Eyes,78.0,23000,en,1958,06,Horror Science Fiction 
Deliver Us from Evil,118.0,30000000,en,2014,07,Thriller Crime Horror 
Margaret Thatcher: The Long Walk to Finchley,84.0,500,en,2008,01,Drama 
And So It Goes,94.0,18000000,en,2014,07,Comedy Drama Romance 
Bloodline,92.0,700000,it,2011,12,Horror 
Unrated II: Scary as Hell,72.0,15000,de,2011,02,Horror 
Sex Tape,97.0,40000000,en,2014,07,Comedy 
EMR,86.0,150000,en,2004,01,Thriller Foreign 
The Front Line,133.0,10000000,ko,2011,07,Drama Action War 
The Purge: Anarchy,104.0,9000000,en,2014,07,Horror Thriller 
Guardians of the Galaxy,121.0,170000000,en,2014,07,Action Science Fiction Adventure 
10.5,165.0,20000000,en,2004,05,Adventure Action Drama 
The Signal,95.0,4000000,en,2014,03,Thriller Science Fiction 
The Expendables 3,127.0,90000000,en,2014,08,Action Adventure Thriller 
Hercules,99.0,100000000,en,2014,07,Action Adventure 
A Most Wanted Man,121.0,15000000,en,2014,07,Thriller 
Wish I Was Here,120.0,5500000,en,2014,01,Drama Comedy 
The Visitor,108.0,800000,en,1979,03,Horror Science Fiction 
The Keeper,95.0,4000000,en,2004,05,Drama Crime Thriller 
The Stag,94.0,600000,en,2013,09,Comedy 
Earth to Echo,89.0,13000000,en,2014,06,Family Adventure Science Fiction 
Largo Winch II,119.0,21169000,fr,2011,02,Action Adventure Thriller 
Step Up All In,112.0,45000000,en,2014,07,Romance Drama Music 
Gog,85.0,250000,en,1954,06,Thriller Science Fiction 
America 3000,84.0,2000000,en,1986,04,Action Adventure Science Fiction 
Life After Beth,90.0,2400000,en,2014,08,Romance Comedy Horror 
Lowlands,98.0,8500000,de,1954,02,Drama 
The Rover,103.0,12250000,en,2014,05,Crime Drama 
Magic in the Moonlight,97.0,16800000,en,2014,07,Comedy Drama Romance 
In Order of Disappearance,115.0,4161012,no,2014,02,Thriller Action Comedy Crime 
Zarafa,78.0,10750000,fr,2012,01,Family Animation 
The Hundred-Foot Journey,122.0,22000000,en,2014,08,Drama 
R100,100.0,5500000,ja,2013,10,Comedy Drama 
Jupiter Ascending,124.0,176000003,en,2015,02,Science Fiction Fantasy Action Adventure 
Teenage Mutant Ninja Turtles,101.0,125000000,en,2014,08,Science Fiction Action Adventure Fantasy Comedy 
Death in Buenos Aires,90.0,500000,es,2014,05,Crime Drama Mystery Romance Thriller 
The Giver,94.0,25000000,en,2014,08,Drama Science Fiction 
Revenge of the Green Dragons,94.0,5000000,en,2014,03,Drama Action Crime 
Let's Be Cops,104.0,17000000,en,2014,08,Comedy 
The Sacrament,99.0,4000000,en,2013,09,Horror Mystery Thriller 
Make Your Move,110.0,15,en,2013,08,Music 
Sin City: A Dame to Kill For,102.0,65000000,en,2014,08,Crime Thriller 
If I Stay,106.0,11000000,en,2014,08,Drama 
"Two Days, One Night",95.0,7000000,fr,2014,05,Drama 
The Pyramid,89.0,6500000,en,2014,12,Horror 
Life of Crime,94.0,12000000,en,2013,09,Comedy Crime 
"As Above, So Below",93.0,5000000,en,2014,08,Horror Thriller 
The Guest,99.0,5000000,en,2014,09,Mystery Thriller Action 
Angry Video Game Nerd: The Movie,115.0,325927,en,2014,07,Science Fiction Adventure Comedy 
The Long Ride Home,87.0,3500000,en,2003,03,Action Western 
Before I Go to Sleep,92.0,22000000,en,2014,09,Mystery Thriller 
Atlas Shrugged Part III: Who is John Galt?,99.0,5000000,en,2014,09,Drama Science Fiction Mystery 
Into the Storm,89.0,50000000,en,2014,08,Action Thriller 
Third Person,137.0,28000000,en,2013,09,Drama Romance 
Honeymoon,87.0,1000000,en,2014,09,Horror 
The Drop,106.0,12600000,en,2014,09,Drama Crime 
A Good Job: Stories of the FDNY,60.0,600000,en,2014,09,Documentary 
A Return to Salem's Lot,101.0,12000000,en,1987,05,Horror 
Camel Spiders,80.0,500000,en,2011,03,Horror Science Fiction 
The Maze Runner,113.0,34000000,en,2014,09,Action Mystery Science Fiction Thriller 
No Good Deed,83.0,13200000,en,2014,09,Crime Thriller 
Camp X-Ray,117.0,1000000,en,2014,10,Drama 
A Walk Among the Tombstones,113.0,28000000,en,2014,09,Crime Drama Mystery Thriller 
My Old Lady,107.0,5000000,en,2014,09,Romance Comedy Drama 
Fall of the Republic: The Presidency of Barack H. Obama,144.0,200000,en,2009,10,Documentary 
CBGB,101.0,5000000,en,2013,10,Drama Music 
The Homesman,122.0,16000000,en,2014,05,Western Drama 
Cesar Chavez,102.0,10000000,en,2014,03,Drama 
The November Man,108.0,15000000,en,2014,08,Crime Action Thriller 
When Animals Dream,84.0,3000000,da,2014,06,Mystery Drama Horror 
The Boxtrolls,97.0,60000000,en,2014,09,Animation Comedy Family Fantasy 
The Tale of the Princess Kaguya,137.0,49300000,ja,2013,11,Animation Drama Fantasy 
This Is Where I Leave You,103.0,19800000,en,2014,09,Drama Comedy 
51,87.0,1000000,en,2011,02,Science Fiction Horror 
American Sniper,133.0,58800000,en,2014,12,War Action 
Tusk,102.0,2800000,en,2014,09,Comedy Horror 
Annabelle,99.0,6500000,en,2014,10,Horror 
Dracula Untold,92.0,70000000,en,2014,10,Horror Action Drama Fantasy War 
Automata,110.0,7000000,en,2014,10,Thriller Science Fiction 
The Prince,93.0,18000000,en,2014,08,Thriller Action 
The Adventurer: The Curse of the Midas Box,99.0,25000000,en,2013,12,Fantasy Adventure Family 
Predestination,97.0,5500000,en,2014,08,Science Fiction Thriller 
Jack and the Cuckoo-Clock Heart,94.0,33,fr,2013,11,Animation Romance Adventure Drama Fantasy 
The Red Tent,158.0,10000000,ru,1969,12,Drama Action 
Moomins on the Riviera,80.0,4700000,fi,2014,10,Animation Comedy Family 
Justin and the Knights of Valour,90.0,22000000,en,2013,08,Animation Adventure 
The Lady and the Reaper,8.0,700000,en,2009,10,Animation Comedy 
The Best of Me,117.0,26000000,en,2014,10,Drama Romance 
John Wick,101.0,20000000,en,2014,10,Action Thriller 
Plastic,102.0,10,en,2014,04,Drama Action Comedy Crime 
The Judge,141.0,50000000,en,2014,10,Drama 
Fury,135.0,68000000,en,2014,10,War Drama Action 
The Salvation,100.0,10500000,da,2014,05,Drama Western 
Grace of Monaco,103.0,30000000,en,2014,05,Romance Drama 
St. Vincent,102.0,13000000,en,2014,10,Comedy 
Mine Games,88.0,1500000,en,2012,12,Thriller 
The Black Sleep,82.0,225000,en,1956,06,Science Fiction Horror 
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,28000000,en,2014,10,Family Comedy 
Left Behind,110.0,16000000,en,2014,10,Thriller Action Science Fiction 
Motivational Growth,104.0,176199,en,2013,02,Comedy Drama Fantasy 
Tour de Force,95.0,4000000,de,2014,08,Drama Comedy 
Ouija,89.0,5000000,en,2014,10,Horror 
Leave the World Behind,90.0,750000,en,2014,03,Documentary Music 
S.W.A.T.: Firefight,89.0,8000000,en,2011,03,Action Crime Thriller 
Nightcrawler,117.0,8500000,en,2014,10,Crime Drama Thriller 
Felix The Cat: The Movie,82.0,9000000,en,1988,10,Animation Family 
Big Hero 6,102.0,165000000,en,2014,10,Adventure Family Animation Action Comedy 
Marshland,105.0,4000000,es,2014,09,Mystery Thriller 
The Book of Life,95.0,50000000,en,2014,10,Romance Animation Adventure Comedy Family Fantasy 
Ex Machina,108.0,15000000,en,2015,01,Drama Science Fiction 
They Have Escaped,101.0,1400000,fi,2014,08,Drama 
Beneath,89.0,89,en,2013,10,Horror 
Mr Hublot,11.0,295000,fr,2013,10,Animation Comedy Family Fantasy 
Serial Killer Culture,110.0,50,en,2014,02,History Documentary Crime 
The Crew,117.0,3600000,en,2008,10,Drama Action Thriller Crime 
The Hit List,90.0,6000000,en,2011,04,Action Thriller 
The Delivery,99.0,500000,en,1999,09,Adventure Horror Action Thriller Foreign 
Dead in Tombstone,100.0,5200000,en,2013,10,Western Action Fantasy Horror 
Generation War,270.0,12000000,de,2013,03,Action Drama War History 
Kung Fu Dunk,100.0,10000000,en,2008,02,Action Adventure Comedy 
The Fraternity,100.0,4411044,en,2002,07,Thriller 
Paradise: Love,120.0,3600000,de,2012,04,Drama 
The Hour of the Lynx,93.0,3700000,da,2013,05,Thriller Drama 
Good Luck. And Take Care of Each Other,100.0,914,sv,2012,10,Drama Comedy 
Checking Out,94.0,500000,en,2006,09,Comedy 
Children of the Corn,92.0,4500000,en,2009,09,Drama Horror Thriller 
Children of the Corn: Revelation,82.0,2500000,en,2001,10,Horror 
Intersections,101.0,7700000,fr,2013,01,Romance Thriller 
Compulsion,88.0,4000000,en,2013,06,Thriller Drama 
Concrete Blondes,92.0,3100000,en,2013,05,Action Comedy Crime 
Foxcatcher,134.0,24000000,en,2014,05,Drama Thriller 
Reign of Assassins,117.0,12000000,zh,2010,09,History Action 
Wolf Creek 2,106.0,8000000,en,2013,08,Horror Thriller 
Zulu,110.0,16000000,en,2013,12,Crime Drama Thriller 
Walking With Dinosaurs,87.0,80000000,en,2013,12,Animation Family Adventure 
Tsar,119.0,15000000,en,2009,11,Drama History 
Cutaway,104.0,9,fr,2000,08,Action Thriller 
Catch Hell,98.0,2500000,en,2014,10,Thriller Drama 
Drive Hard,96.0,12000000,en,2014,05,Action Comedy Crime 
Remington and the Curse of the Zombadings,96.0,22361,en,2011,08,Foreign Comedy Horror Drama 
We Are The Nobles,108.0,2000000,es,2013,03,Comedy 
Mission London,107.0,1850000,ru,2010,04,Comedy 
Stalingrad,131.0,30000000,ru,2013,10,War Action 
Scarecrow,85.0,2000000,en,2013,10,Horror Science Fiction 
The Secret Invasion,95.0,600000,en,1964,09,Action Drama War History Thriller 
Death In Love,97.0,3000000,en,2008,07,Drama Romance War 
Elle: A Modern Cinderella Tale,90.0,250000,en,2011,04,Fantasy Drama Science Fiction Family 
Hamilton: In the Interest of the Nation,109.0,6629445,sv,2012,03,Thriller Action Drama 
7eventy 5ive,100.0,3000000,en,2007,05,Horror Thriller 
Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,144.0,25000000,zh,2011,04,Drama Action History 
Deadline,83.0,500000,en,2013,05,Thriller Mystery 
The Imitation Game,113.0,14000000,en,2014,11,History Drama Thriller War 
Inherent Vice,148.0,20000000,en,2014,12,Comedy Romance Crime Drama Mystery 
Confucius,125.0,22000000,zh,2010,02,Drama History 
Rudderless,105.0,5000000,en,2014,10,Music Drama Comedy 
Jackboots on Whitehall,87.0,6000000,en,2010,10,War Animation Comedy 
Likainen pommi,83.0,900000,fi,2011,09,Comedy 
The Hunger Games: Mockingjay - Part 1,123.0,125000000,en,2014,11,Science Fiction Adventure Thriller 
"Give 'em Hell, Malone",96.0,15000000,en,2009,01,Action Crime Mystery Thriller 
The Gilded Cage,90.0,7000000,fr,2013,04,Comedy 
Exodus: Gods and Kings,150.0,140000000,en,2014,12,Adventure Drama Action 
Head Over Heels,10.0,10400,en,2012,05,Family Animation Comedy Romance 
The Oblong Box,91.0,175000,en,1969,06,Horror 
Riley Rewind,50.0,70,en,2013,12,Fantasy 
Dumb and Dumber To,110.0,40000000,en,2014,11,Comedy 
The Wicker Tree,96.0,7750000,en,2011,08,Mystery Horror Thriller 
Miss Meadows,88.0,2000000,en,2014,09,Drama 
Repentance,90.0,5000000,en,2014,02,Horror Thriller 
Dorothy Mills,102.0,500000,en,2008,08,Drama Thriller Mystery Horror 
Dear White People,108.0,1000000,en,2014,10,Drama Comedy 
The Man Who Loved Yngve,90.0,2200000,no,2008,02,Drama 
The Theory of Everything,123.0,15000000,en,2014,11,Drama Romance 
"Moscow, Belgium",102.0,560000,nl,2008,01,Romance Drama Comedy 
Dolphin Tale 2,107.0,36000000,en,2014,09,Family Drama 
When the Game Stands Tall,115.0,15000000,en,2014,08,Drama 
Aashiqui 2,132.0,1300000,hi,2013,04,Drama Romance 
Take the Trash,80.0,1720666,da,2008,08,Comedy 
Miserere,106.0,20000000,fr,2013,06,Thriller 
Ragnarok,120.0,6500000,no,2013,11,Action Adventure 
Secrets Of State,100.0,15000000,fr,2008,12,Thriller 
A Matador's Mistress,92.0,28000000,es,2008,09,Drama Romance 
A Kind of America 2,110.0,1500000,hu,2008,12,Comedy 
20th Century Boys - Chapter 1: Beginning of the End,142.0,20000000,ja,2008,08,Science Fiction Adventure Mystery 
Stiletto,99.0,4000000,en,2008,04,Action Crime Drama Thriller 
Sick Girl,83.0,30000,en,2007,10,Thriller Horror Crime 
Lupin the 3rd,133.0,10500000,ja,2014,08,Action Adventure Comedy 
The Monkey King,119.0,82000000,zh,2014,01,Action Adventure Family 
The Magic Crystal,80.0,5000000,fi,2011,11,Family Adventure Foreign Animation Comedy 
Beyond the Lights,116.0,7000000,en,2014,09,Romance Drama 
In the Heart of the Sea,122.0,100000000,en,2015,11,Thriller Drama Adventure Action History 
Squeeze Play,96.0,150000,en,1979,09,Comedy 
Seducing Mr. Perfect,107.0,2800000,ko,2006,12,Romance 
Jurassic World,124.0,150000000,en,2015,06,Action Adventure Science Fiction Thriller 
David et Madame Hansen,89.0,8806000,fr,2012,08,Comedy Drama 
Asterix: The Mansions of the Gods,85.0,30000000,fr,2014,11,Animation Comedy Adventure 
She Monkeys,84.0,1,sv,2011,01,Drama 
Pumzi,21.0,35000,en,2009,10,Science Fiction Drama 
1½ Knights - In Search of the Ravishing Princess Herzelinde,116.0,67000000,de,2008,12,Adventure Comedy 
My Dear Desperado,100.0,800000,ko,2010,05,Romance Comedy Drama 
Horrible Bosses 2,108.0,42000000,en,2014,11,Comedy 
Detention of the Dead,87.0,500000,en,2012,04,Comedy Horror 
Donner Pass,90.0,300000,en,2012,11,Horror 
El Gringo,98.0,3000000,en,2012,05,Adventure Drama Action Thriller 
Elvis Has Left the Building,90.0,11500000,en,2004,08,Comedy 
Home Before Dark,136.0,1390000,en,1958,11,Drama 
Lost Christmas,88.0,1875600,en,2011,12,Drama 
Enemies Closer,85.0,5000000,en,2013,12,Thriller Action 
Barely Legal,89.0,1000000,en,2011,01,Comedy 
The Happy Road,100.0,500000,en,1957,06,Comedy 
Lucia,136.0,79000,kn,2013,10,Fantasy Romance Thriller 
Oppressed Majority,11.0,340000,fr,2010,10,Drama 
Penguins of Madagascar,92.0,132000000,en,2014,11,Family Animation Adventure Comedy 
Black or White,121.0,9000000,en,2014,09,Drama 
The Water Diviner,112.0,22500000,en,2014,12,War Drama 
Still Alice,99.0,5000000,en,2014,12,Drama 
Paddington,95.0,55000000,en,2014,11,Family Comedy 
Maze Runner: The Scorch Trials,132.0,61000000,en,2015,09,Action 
Beautiful Girl,90.0,3000000,en,2014,11,Drama 
State of Emergency,90.0,1300000,pt,2011,01,Science Fiction Thriller 
Cowspiracy: The Sustainability Secret,85.0,117,en,2014,07,Documentary 
Clouds of Sils Maria,124.0,6600000,en,2014,08,Drama 
Dying of the Light,94.0,15000000,en,2014,12,Thriller Drama 
Slasher House,85.0,1550000,en,2012,04,Horror 
The Kick,94.0,3500000,ko,2011,11,Comedy Action 
Saving General Yang,102.0,20000000,zh,2013,04,Action Adventure History 
Exit Humanity,114.0,300000,en,2011,10,Drama Horror 
Hard to Be a God,170.0,7000000,ru,2013,02,Drama Science Fiction 
Kill the Messenger,112.0,5000000,en,2014,10,Thriller Crime Drama Mystery 
Village People,85.0,1059300,fi,2013,04,Comedy 
Jingle All the Way 2,93.0,5000000,en,2014,12,Comedy Family 
The Face of Love,92.0,4000000,en,2013,10,Drama Romance 
The Hobbit: The Battle of the Five Armies,144.0,250000000,en,2014,12,Action Adventure Fantasy 
Selma,127.0,20000000,en,2014,12,History Drama 
Unbroken,137.0,65000000,en,2014,12,Drama War 
White Mischief,107.0,5300000,en,1987,11,Thriller Crime Drama Romance 
Fat Pizza,96.0,400000,en,2003,04,Comedy 
House of the Dead 2,95.0,6000000,en,2005,10,TV Movie Horror 
The Beales of Grey Gardens,90.0,400000,en,2006,07,Documentary Drama 
Closer to the Moon,112.0,9000000,en,2013,11,Comedy Drama 
Free the Nipple,90.0,937000,en,2014,12,Drama Comedy 
Khumba,85.0,20000000,en,2013,07,Animation Adventure Family 
A Girl Walks Home Alone at Night,99.0,1000000,en,2014,01,Horror Romance 
Mommy,138.0,4900000,en,2014,05,Drama 
A Most Violent Year,125.0,20000000,en,2014,12,Crime Drama Thriller 
Wild,115.0,15000000,en,2014,12,Drama 
The Curse of King Tut's Tomb,170.0,14000000,en,2006,04,Action Adventure Fantasy Thriller 
Titanic,173.0,13000000,en,1996,11,Action Drama Romance 
Redirected,99.0,2700000,en,2014,01,Action Comedy Crime Thriller 
Big Eyes,105.0,10000000,en,2014,12,Drama 
